Centre,Gender,Labour Category,Labour Type,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Annual Average,State,District,Centre_length
PONUGALLU,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80,180,200,140,180,200,180,200,200,200,180,200,178.33,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,110,100,100,120,120,120,180,120,120,120,117.5,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,150,-,-,-,-,-,-,-,-,150,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,150,-,-,-,-,-,-,-,-,150,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,M,"SKILLED 
LABOUR",COBBLER,-,-,-,75,-,-,-,-,-,-,-,-,75,ANDHRA PRADESH,VISAKHAPATNAM,9
PONUGALLU,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VISAKHAPATNAM,9
BONANGI,M,FIELD LABOUR,FIELD LABOUR,100,100,100,-,130,130,130,130,130,130,130,130,121.82,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,FIELD LABOUR,FIELD LABOUR,80,80,80,-,120,120,120,120,120,120,100,120,107.27,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,HERDSMEN,HERDSMEN,60,60,60,-,60,60,60,60,60,60,80,80,63.64,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",140,140,140,-,140,140,140,140,140,150,130,140,140,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,100,-,100,100,100,100,100,130,100,100,102.73,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,"SKILLED 
LABOUR",BLACKSMITH,150,150,150,-,150,150,150,150,150,150,-,-,150,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,"SKILLED 
LABOUR",CARPENTER,150,150,150,-,150,150,150,150,150,200,150,150,154.55,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,M,"SKILLED 
LABOUR",COBBLER,75,75,75,-,75,75,75,75,75,75,70,70,74.09,ANDHRA PRADESH,VIZIANAGARAM,7
BONANGI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,VIZIANAGARAM,7
CHAGALLU,M,FIELD LABOUR,FIELD LABOUR,120,120,150,150,150,150,150,150,150,150,150,160,145.83,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,W,FIELD LABOUR,FIELD LABOUR,100,100,120,120,120,110,120,120,110,120,120,140,116.67,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,M,HERDSMEN,HERDSMEN,150,140,150,150,150,150,150,150,150,150,150,180,151.67,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,W,HERDSMEN,HERDSMEN,120,110,120,120,120,120,120,120,120,120,120,150,121.67,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",120,120,120,120,150,150,150,150,150,150,150,180,142.5,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",80,80,100,100,130,120,120,120,120,120,120,130,111.67,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,M,"SKILLED 
LABOUR",BLACKSMITH,120,100,110,100,120,110,120,120,110,100,100,110,110,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,M,"SKILLED 
LABOUR",CARPENTER,100,120,120,120,140,170,160,150,170,150,140,160,141.67,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,M,"SKILLED 
LABOUR",COBBLER,100,100,100,100,100,100,100,100,100,100,100,110,100.83,ANDHRA PRADESH,WARANGAL,8
CHAGALLU,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WARANGAL,8
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,250,250,200,200,-,250,250,250,250,260,200,200,232.73,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,150,150,150,150,-,180,180,180,180,180,160,160,165.45,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,90,90,90,90,-,90,90,90,90,90,90,90,90,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,75,-,-,75,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",170,170,170,170,-,200,200,180,180,200,180,180,181.82,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",100,100,100,100,-,150,150,100,100,100,120,120,112.73,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,180,165,160,160,-,200,200,200,250,260,250,250,206.82,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,155,155,170,170,-,155,155,160,150,155,160,160,158.64,ANDHRA PRADESH,WEST GODAVARI,25
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ANDHRA PRADESH,WEST GODAVARI,25
SALCHEPARA,M,FIELD LABOUR,PLOUGHMAN,-,120,120,120,120,-,130,130,135,135,150,-,128.89,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,120,120,120,120,-,130,130,130,130,130,-,125.56,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,100,100,100,100,-,120,120,120,120,120,-,111.11,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,SOWER,-,120,120,120,120,-,130,130,130,130,120,-,124.44,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,SOWER,-,100,100,100,100,-,120,120,120,120,100,-,108.89,ASSAM,CACHAR,10
SALCHEPARA,M,FIELD LABOUR,WEEDER,-,120,120,120,120,-,130,130,120,120,120,-,122.22,ASSAM,CACHAR,10
SALCHEPARA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,-,-,110,110,100,-,106.67,ASSAM,CACHAR,10
SALCHEPARA,M,HERDSMEN,HERDSMEN,-,110,110,110,120,-,120,120,120,120,-,-,116.25,ASSAM,CACHAR,10
SALCHEPARA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,150,150,150,120,-,130,160,150,150,120,-,142.22,ASSAM,CACHAR,10
SALCHEPARA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,120,120,120,120,-,120,120,120,120,110,-,118.89,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,150,150,160,-,153.33,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,195,135,150,-,160,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
SALCHEPARA,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,170,170,110,-,150,ASSAM,CACHAR,10
SALCHEPARA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,CACHAR,10
UPACHUPARA,M,FIELD LABOUR,PLOUGHMAN,-,100,100,100,100,-,80,100,100,100,120,-,100,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,100,-,-,-,-,-,100,ASSAM,DARRANG,10
UPACHUPARA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,100,100,100,100,-,100,100,100,100,120,-,102.22,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,80,80,90,90,-,90,90,90,90,90,-,87.78,ASSAM,DARRANG,10
UPACHUPARA,M,FIELD LABOUR,SOWER,-,70,70,70,70,-,70,100,100,100,120,-,85.56,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DARRANG,10
UPACHUPARA,M,FIELD LABOUR,WEEDER,-,100,100,100,100,-,100,100,100,100,120,-,102.22,ASSAM,DARRANG,10
UPACHUPARA,W,FIELD LABOUR,WEEDER,-,-,-,-,-,-,90,-,-,-,-,-,90,ASSAM,DARRANG,10
UPACHUPARA,M,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,100,100,-,100,ASSAM,DARRANG,10
UPACHUPARA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DARRANG,10
UPACHUPARA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,100,100,100,100,-,100,100,100,100,120,-,102.22,ASSAM,DARRANG,10
UPACHUPARA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,80,80,90,90,-,90,90,100,90,90,-,88.89,ASSAM,DARRANG,10
UPACHUPARA,M,"SKILLED 
LABOUR",BLACKSMITH,-,90,90,100,120,-,120,120,120,120,120,-,111.11,ASSAM,DARRANG,10
UPACHUPARA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DARRANG,10
UPACHUPARA,M,"SKILLED 
LABOUR",CARPENTER,-,120,120,120,120,-,150,120,130,130,130,-,126.67,ASSAM,DARRANG,10
UPACHUPARA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DARRANG,10
UPACHUPARA,M,"SKILLED 
LABOUR",COBBLER,-,90,90,100,100,-,100,120,100,100,100,-,100,ASSAM,DARRANG,10
UPACHUPARA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DARRANG,10
KHOWANG,M,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,130,130,130,130,-,130,ASSAM,DIBBRUGARH,7
KHOWANG,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DIBBRUGARH,7
KHOWANG,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,130,-,-,-,-,130,130,130,130,-,130,ASSAM,DIBBRUGARH,7
KHOWANG,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,130,-,-,-,130,-,-,-,130,ASSAM,DIBBRUGARH,7
KHOWANG,M,FIELD LABOUR,SOWER,-,-,120,-,-,-,-,-,-,-,-,-,120,ASSAM,DIBBRUGARH,7
KHOWANG,W,FIELD LABOUR,SOWER,-,-,-,-,130,-,-,-,-,130,130,-,130,ASSAM,DIBBRUGARH,7
KHOWANG,M,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,120,120,-,-,-,120,ASSAM,DIBBRUGARH,7
KHOWANG,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DIBBRUGARH,7
KHOWANG,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,90,-,120,-,-,120,120,-,-,-,112.5,ASSAM,DIBBRUGARH,7
KHOWANG,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,120,120,-,-,-,120,ASSAM,DIBBRUGARH,7
KHOWANG,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,250,-,150,-,-,200,200,-,250,-,210,ASSAM,DIBBRUGARH,7
KHOWANG,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DIBBRUGARH,7
KHOWANG,M,"SKILLED 
LABOUR",CARPENTER,-,-,250,-,170,-,-,-,-,250,-,-,223.33,ASSAM,DIBBRUGARH,7
KHOWANG,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DIBBRUGARH,7
KHOWANG,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,200,200,-,-,-,200,ASSAM,DIBBRUGARH,7
KHOWANG,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,DIBBRUGARH,7
DAKALDAL,M,FIELD LABOUR,PLOUGHMAN,-,150,150,150,150,150,150,150,150,150,150,-,150,ASSAM,GOALPARA,8
DAKALDAL,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,GOALPARA,8
DAKALDAL,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,120,120,120,120,120,120,120,150,150,150,-,129,ASSAM,GOALPARA,8
DAKALDAL,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,100,100,100,120,120,120,120,130,120,120,-,115,ASSAM,GOALPARA,8
DAKALDAL,M,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,150,150,150,-,150,ASSAM,GOALPARA,8
DAKALDAL,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,120,-,-,120,ASSAM,GOALPARA,8
DAKALDAL,M,FIELD LABOUR,WEEDER,-,100,100,100,120,120,120,120,150,150,150,-,123,ASSAM,GOALPARA,8
DAKALDAL,W,FIELD LABOUR,WEEDER,-,100,100,100,120,120,120,120,130,120,120,-,115,ASSAM,GOALPARA,8
DAKALDAL,M,HERDSMEN,HERDSMEN,-,100,100,100,150,120,120,120,150,150,150,-,126,ASSAM,GOALPARA,8
DAKALDAL,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,GOALPARA,8
DAKALDAL,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,120,120,120,120,120,120,120,150,150,150,-,129,ASSAM,GOALPARA,8
DAKALDAL,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,100,100,100,100,100,100,100,130,120,130,-,108,ASSAM,GOALPARA,8
DAKALDAL,M,"SKILLED 
LABOUR",BLACKSMITH,-,150,150,150,150,150,150,150,150,150,170,-,152,ASSAM,GOALPARA,8
DAKALDAL,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,GOALPARA,8
DAKALDAL,M,"SKILLED 
LABOUR",CARPENTER,-,100,120,120,150,150,150,150,150,150,150,-,139,ASSAM,GOALPARA,8
DAKALDAL,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,GOALPARA,8
DAKALDAL,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,120,150,-,135,ASSAM,GOALPARA,8
DAKALDAL,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,GOALPARA,8
KHANGLA,M,FIELD LABOUR,PLOUGHMAN,-,-,140,160,100,100,100,120,120,100,150,-,121.11,ASSAM,JORHAT,7
KHANGLA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,7
KHANGLA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,100,120,100,100,100,-,120,120,120,-,110,ASSAM,JORHAT,7
KHANGLA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,80,-,80,80,80,80,80,80,-,-,80,ASSAM,JORHAT,7
KHANGLA,M,FIELD LABOUR,SOWER,-,-,100,150,100,100,100,100,100,100,100,-,105.56,ASSAM,JORHAT,7
KHANGLA,W,FIELD LABOUR,SOWER,-,-,80,80,80,80,80,80,80,80,80,-,80,ASSAM,JORHAT,7
KHANGLA,M,FIELD LABOUR,WEEDER,-,-,-,150,-,-,-,100,-,-,120,-,123.33,ASSAM,JORHAT,7
KHANGLA,W,FIELD LABOUR,WEEDER,-,-,-,80,-,-,-,-,-,-,80,-,80,ASSAM,JORHAT,7
KHANGLA,M,HERDSMEN,HERDSMEN,-,-,-,120,-,-,-,-,100,100,100,-,105,ASSAM,JORHAT,7
KHANGLA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,7
KHANGLA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,130,-,-,-,130,ASSAM,JORHAT,7
KHANGLA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,80,-,-,-,-,-,-,-,-,80,ASSAM,JORHAT,7
KHANGLA,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,140,140,140,-,140,ASSAM,JORHAT,7
KHANGLA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,7
KHANGLA,M,"SKILLED 
LABOUR",CARPENTER,-,-,200,160,140,200,140,140,160,160,160,-,162.22,ASSAM,JORHAT,7
KHANGLA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,7
KHANGLA,M,"SKILLED 
LABOUR",COBBLER,-,-,-,160,-,-,-,-,120,120,120,-,130,ASSAM,JORHAT,7
KHANGLA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,7
NAHATIAKHONGIA,M,FIELD LABOUR,PLOUGHMAN,-,-,140,160,100,140,100,120,120,120,150,-,127.78,ASSAM,JORHAT,14
NAHATIAKHONGIA,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,14
NAHATIAKHONGIA,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,100,150,100,100,100,100,-,120,120,-,111.25,ASSAM,JORHAT,14
NAHATIAKHONGIA,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,80,80,80,80,80,80,80,80,80,-,80,ASSAM,JORHAT,14
NAHATIAKHONGIA,M,FIELD LABOUR,SOWER,-,-,100,160,100,100,100,100,100,100,100,-,106.67,ASSAM,JORHAT,14
NAHATIAKHONGIA,W,FIELD LABOUR,SOWER,-,-,80,130,80,80,80,80,80,80,80,-,85.56,ASSAM,JORHAT,14
NAHATIAKHONGIA,M,FIELD LABOUR,WEEDER,-,-,-,150,-,-,-,-,120,-,120,-,130,ASSAM,JORHAT,14
NAHATIAKHONGIA,W,FIELD LABOUR,WEEDER,-,-,-,120,-,-,-,-,-,-,80,-,100,ASSAM,JORHAT,14
NAHATIAKHONGIA,M,HERDSMEN,HERDSMEN,-,-,-,120,-,-,-,-,110,110,120,-,115,ASSAM,JORHAT,14
NAHATIAKHONGIA,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,14
NAHATIAKHONGIA,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,140,-,-,-,-,130,-,-,-,135,ASSAM,JORHAT,14
NAHATIAKHONGIA,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,14
NAHATIAKHONGIA,M,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,140,140,140,-,140,ASSAM,JORHAT,14
NAHATIAKHONGIA,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,14
NAHATIAKHONGIA,M,"SKILLED 
LABOUR",CARPENTER,-,-,200,150,140,200,140,140,160,160,160,-,161.11,ASSAM,JORHAT,14
NAHATIAKHONGIA,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,14
NAHATIAKHONGIA,M,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,125,125,125,-,125,ASSAM,JORHAT,14
NAHATIAKHONGIA,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,JORHAT,14
KHATIAMARI,M,FIELD LABOUR,PLOUGHMAN,-,150,150,150,150,150,-,150,130,150,150,-,147.78,ASSAM,KAMRUP,10
KHATIAMARI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,KAMRUP,10
KHATIAMARI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,120,120,120,120,120,-,120,130,130,130,-,123.33,ASSAM,KAMRUP,10
KHATIAMARI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,-,-,-,-,-,-,-,-,-,120,-,120,ASSAM,KAMRUP,10
KHATIAMARI,M,FIELD LABOUR,SOWER,-,120,120,120,120,120,-,120,120,130,130,-,122.22,ASSAM,KAMRUP,10
KHATIAMARI,W,FIELD LABOUR,SOWER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,KAMRUP,10
KHATIAMARI,M,FIELD LABOUR,WEEDER,-,110,110,110,110,110,-,100,130,120,130,-,114.44,ASSAM,KAMRUP,10
KHATIAMARI,W,FIELD LABOUR,WEEDER,-,100,100,-,-,-,-,-,-,-,120,-,106.67,ASSAM,KAMRUP,10
KHATIAMARI,M,HERDSMEN,HERDSMEN,-,-,-,-,120,-,-,120,120,120,120,-,120,ASSAM,KAMRUP,10
KHATIAMARI,W,HERDSMEN,HERDSMEN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,KAMRUP,10
KHATIAMARI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,100,100,100,100,100,-,100,120,120,130,-,107.78,ASSAM,KAMRUP,10
KHATIAMARI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,KAMRUP,10
KHATIAMARI,M,"SKILLED 
LABOUR",BLACKSMITH,-,130,130,130,130,130,-,140,140,140,140,-,134.44,ASSAM,KAMRUP,10
KHATIAMARI,W,"SKILLED 
LABOUR",BLACKSMITH,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,KAMRUP,10
KHATIAMARI,M,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,130,130,-,200,-,153.33,ASSAM,KAMRUP,10
KHATIAMARI,W,"SKILLED 
LABOUR",CARPENTER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,KAMRUP,10
KHATIAMARI,M,"SKILLED 
LABOUR",COBBLER,-,140,140,140,140,140,-,150,140,140,140,-,141.11,ASSAM,KAMRUP,10
KHATIAMARI,W,"SKILLED 
LABOUR",COBBLER,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,KAMRUP,10
TITAGURI,M,FIELD LABOUR,PLOUGHMAN,-,100,-,-,-,-,-,-,-,-,-,-,100,ASSAM,KOKRAJHAT,8
TITAGURI,W,FIELD LABOUR,PLOUGHMAN,-,-,-,-,-,-,-,-,-,-,-,-,-,ASSAM,KOKRAJHAT,8
TITAGURI,M,FIELD LABOUR,"REAPER & 
HARVESTER",-,100,-,100,-,-,-,-,-,-,-,-,100,ASSAM,KOKRAJHAT,8
TITAGURI,W,FIELD LABOUR,"REAPER & 
HARVESTER",-,80,-,80,-,-,-,-,-,-,-,-,80,ASSAM,KOKRAJHAT,8
TITAGURI,M,FIELD LABOUR,SOWER,-,100,-,-,-,-,-,-,-,-,-,-,100,ASSAM,KOKRAJHAT,8
TITAGURI,W,FIELD LABOUR,SOWER,-,80,-,-,-,-,-,-,-,-,-,-,80,ASSAM,KOKRAJHAT,8
TITAGURI,M,FIELD LABOUR,WEEDER,-,100,100,-,-,-,-,-,-,-,-,-,100,ASSAM,KOKRAJHAT,8
TITAGURI,W,FIELD LABOUR,WEEDER,-,80,80,-,-,-,-,-,-,-,-,-,80,ASSAM,KOKRAJHAT,8
TITAGURI,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,100,100,100,-,-,-,-,-,-,-,-,100,ASSAM,KOKRAJHAT,8
TITAGURI,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",-,80,80,80,-,-,-,-,-,-,-,-,80,ASSAM,KOKRAJHAT,8
